title,rating,num_ratings,tags,actors
吹响吧！上低音号,9.8,27000,[音乐|校园|少女|励志],[黑泽朋世|朝井彩加|丰田萌绘|安济知佳|寿美菜子|早见沙织|茅原实里|石谷春贵|樱井孝宏]
我们无法一起学习,9.2,19000,[漫画改|日常|校园|恋爱],[逢坂良太|白石晴香|富田美忧|铃代纱弓|Lynn|朝日奈丸佳]
青春之旅,9.5,9672,[少女|恋爱|校园],[内田真礼|白石涼子、梶裕貴|KENN|進藤尚美、平川大輔|小松未可子|松岡禎丞|茅野愛衣]
魔王勇者,9.5,17000,[奇幻|少女|声控|神魔],[小清水亚美|福山润|神谷浩史|东山奈央|户松遥|斋藤千和|泽城美幸|福圆美里|伊藤静]
异想食堂  / 异世界食堂 第二季,9.8,5029,[美食|治愈|小说改],[诹访部顺一|上坂堇|大西沙织|伊藤静|清川元梦|大冢芳忠|立木文彦|安野希世乃|杉田智和]
幻界战线 & BEYOND,9.8,34000,[奇幻|战斗|漫画改],[小山力也|阪口大助|中井和哉|宫本充|小林优|绿川光]
亚刻奥特曼,7.6,6040,[特摄|热血|战斗|科幻],[户塚有辉|金田升|水谷果穗|西兴一朗]
Just Because!,9.5,32000,[恋爱|原创|校园],[泉瑛太:市川苍|相马阳斗:村田太志|夏目美绪:礒部花凜|森川叶月:芳野由奈|小宫惠那:Lynn]
我们无法一起学习！,5.3,48000,[漫画改|日常|校园|恋爱],[逢坂良太|白石晴香|富田美忧|铃代纱弓|Lynn|朝日奈丸佳]
无头骑士异闻录,9.7,10000,[奇幻|日常|声控|小说改],[泽城美雪|豊永利行|宮野真守|花澤香菜|神谷浩史|小野大輔、大原桃子|福山潤、悠木碧]
斩服少女,9.8,39000,[奇幻|热血|原创],[小清水亚美|柚木涼香|関俊彦|洲崎綾|美木杉|三木眞一郎|檜山修之|吉野裕行|蟇郡|稲田徹|朴璐美]
半妖的夜叉姬,4.7,26000,[原创|穿越|奇幻|战斗],[松本沙罗|小松未可子|田所梓]
女神异闻录5 动画版,9.1,12000,[奇幻|游戏改],[福山润|宫野真守|水树奈奈|大谷育江|杉田智和|佐藤利奈|悠木碧|户松遥|保志总一朗]
蓝色监狱 / 蓝色禁区,9.4,12000,[漫画改|运动|热血],[浦和希|海渡翼|小野友树|齐藤壮马|中泽匡智|松冈祯丞|千叶翔也|仲村宗悟|梶田大嗣|绵贯龙之介|市川苍|铃村健一|神谷浩史|幸村惠理|诹访部顺一|岛崎信长|内田雄马|兴津和幸|花江夏树|铃木崚汰|铃木崚汰|樱井孝宏|内山昂辉|小西克幸|立花慎之介]
剑姬神圣谭 在地下城寻求邂逅是否搞错了什么 外传,9.7,6673,[小说改|奇幻|架空|神魔],[大西沙织|木村珠莉|村川梨衣|高桥未奈美|久保由利香|田村睦心|川澄绫子|乃村健次|冈本信彦|松冈祯丞|水濑祈]
银魂 第二季,9.9,25000,[漫画改|热血|搞笑|战斗],[杉田智和|阪口大助|钉宫理惠|高桥美佳子|雪野五月|くじら|杉本优|千叶进步|中井和哉|铃村健一|太田哲治|石田彰|三木真一郎|子安武人|日野聪]
伪恋：,9.4,14000,[日常|校园|漫画改],[内山昂辉|东山奈央|阿澄佳奈|小松未可子|花泽香菜|子安武人|生天目仁美|梶裕贵|内山夕实]
URARA迷路帖,9.6,9403,[漫画改|日常|架空],[原田彩枫|本渡枫|久保由利香|佳村遥|茅野爱衣]
青梅竹马绝对不会输的恋爱喜剧,5.4,19000,[小说改|校园|恋爱],[松冈祯丞|水濑祈|佐仓绫音|大西沙织|岛崎信长]
散华礼弥,9.5,16000,[奇幻|日常|治愈],[内田真礼|矢作紗友里|井口裕香|木村良平|石塚運昇|浅野まゆみ]
实况主的逃脱游戏,9.3,24000,[漫画改|穿越|冒险],[山下大辉|鬼头明里|佐藤拓也|畠中祐|内山昂辉|石见舞菜香|寺岛拓笃|名冢佳织|津田健次郎]
冰海战记 第二季,9.4,3339,[漫画改|战斗|热血|冒险],[上村祐翔|武内骏辅|佐古真弓|小松史法|小野贤章|林勇|楠大典|大冢明夫]
街角魔族 第二季,9.9,23000,[漫画改|日常|萌系|搞笑],[小原好美|鬼头明里|高桥未奈美|高柳知叶|千本木彩花|诹访彩花|大和田仁美|大原沙耶香|伊藤彩沙|松山鹰志]
妖精森林的小不点,9.9,47000,[奇幻|日常|漫画改|萌系],[松田利冴|下地紫野|悠木碧|安济知佳|松风雅也]
魔法禁书目录 第二季,9.2,15000,[校园|科幻|战斗|小说改],[佐藤利奈|井口裕香|阿部敦|佐久间丽|藤村步|佐佐木望|佐佐木望|谷山纪章|古山贵实子|日高里菜]
CLANNAD ～AFTER STORY～,9.9,83000,[时泪|校园|治愈|催泪],[中村悠一|阪口大助|中原麻衣|兴梠里美|置鲇龙太郎|井上喜久子|绿川光|广桥凉|神田朱未|桑岛法子|野中蓝|能登麻美子]
赛马娘 第二季,9.9,72000,[游戏改|运动|偶像|催泪],[Machico|大西沙织|和气杏未|高野麻里佳|大桥彩香|木村千咲|上田瞳|田所梓|前田佳织里|花井美春|田泽茉纯|远野光|矢野妃菜喜|立花日菜|冲野晃司|丰口惠美]
只有我不存在的城市,9.7,47000,[推理|治愈|催泪|穿越],[満岛真之介(29岁)|/|土屋太凤(10岁)|赤崎千夏|悠木碧|大地叶(10岁)|/|柄本佑(26岁)|鬼头明里(10岁)|/|田丸笃志(26岁)|水岛大宙|菊池幸利|七濑彩夏|木野日菜|高山南|宫本充]
品酒要在成为夫妻后,9.5,14000,[搞笑|恋爱|漫画改],[市来光弘|喜多村英梨|朝井彩加|仲田ありさ]
没落要塞 / DECA-DENCE,9.7,41000,[原创|科幻|架空|冒险],[小西克幸|楠木灯|鸟海浩辅	|喜多村英梨	|柴田芽衣|青山吉能|竹内荣治]
俺物语！！,9.9,61000,[漫画改|日常|校园|恋爱],[江口拓也|岛崎信长|潘惠美|井上喜久子|浪川大辅|青木和代|玄田哲章|榎木淳弥|北川里奈|前田玲奈|茅野爱衣]
SSSS.电光机王,9.8,55000,[机战|特摄|原创|战斗],[滨野大辉|榎木淳弥|若山诗音|梅原裕一郎|安济知佳|神谷浩史|内田雄马|诹访彩花|内山昂辉|伊濑茉莉也|田所梓|小笠原仁|梶原岳人|土屋李央|远野光]
流汗吧！健身少女,9.7,21000,[漫画改|日常|运动],[ファイルーズあい|雨宫天|石上静香|东山奈央|堀江由衣|石川界人]
灰与幻想的格林姆迦尔,9.8,38000,[战斗|穿越|冒险|架空],[细谷佳正|吉野裕行|岛﨑信长|落合福嗣|小松未可子|照井春佳|関智一|浪川大辅|安元洋贵|能登麻美子]
DARKER THAN BLACK -黑之契约者-,9.8,13000,[原创|热血|奇幻|战斗],[入野自由、木内秀信|福圓美里|沢木郁也|水樹奈々|志村知幸|加藤英美里|浅井清己|池田勝]
海绵宝宝 第十季 中文配音,8.7,124,[原创|搞笑|少儿],[冯盛|陈浩|金永钢]
命运之夜——天之杯：恶兆之花,9.6,17000,[奇幻|动画],[杉山纪彰|下屋则子|川澄绫子|神谷浩史|植田佳奈|伊藤美纪|中田让治|津嘉山正种|水泽史绘|真殿光昭|小山力也|神奈延年|关智一|浅川悠|三木真一郎|田中敦子|诹访部顺一|寺杣昌纪|门胁舞以|稻田彻]
碧蓝航线,8.1,28000,[架空|游戏改|战斗|科幻],[石川由依|堀江由衣|中原麻衣|加隈亚衣|大地叶|长绳麻理亚|山根希美|雨宫天|佐仓绫音|种田梨沙|种田梨沙|茅野爱衣|阿部里果|上坂堇]
轻音少女 第二季,9.9,78000,[漫画改|萌系|音乐|校园],[丰崎爱生|日笠阳子|佐藤聪美|寿美菜子|竹达彩奈|真田麻美|米泽円|藤东知夏|永田依子]
笨蛋，测验，召唤兽,9.7,15000,[恋爱|小说改|奇幻|校园],[下野纮|原田瞳|水桥香织|铃木达央|加藤英美里|宫田幸季|后藤启介|矶部一洋|矶村知美|南条爱乃|加藤英美里|寺岛拓笃|平田真菜|宫崎宽务|平田真菜|中上育实|五十岚裕美|鸡内一也|冈本信彦|竹达彩奈|高山佑子|真中桂子|冈野浩介|小野友树|三石琴乃|仲村香织|大冢明夫|津田健次郎|田中雅之|嘉数由美|德本英一郎|景浦大辅|真中桂子|高桥伸也|平田真菜|井上喜久子|永田依子]
蜡笔小新：梦境世界大突击,9.8,2485,[喜剧|动画],[矢岛晶子|楢桥美纪|藤原启治|兴梠里美|真柴摩利|林玉绪|一龙斋贞友|佐藤智惠|森田顺平|七绪春日|富泽美智惠|玉川纱己子|伊藤静|中村大树|阪口大助|大本真基子|大冢智子|永泽菜教|泷本富士子|大和田獏|雪野五月|黑田崇矢|安田显|吉濑美智子|川田妙子]
樱子小姐的脚下埋着秘密,9.4,7374,[智斗|日常|推理],[伊藤静|榎木淳弥|今村彩夏|矶边万沙子|高桥广树|石田彰|柿原彻也]
萤火之森,9.7,15000,[漫画改|神魔|催泪|恋爱],[佐仓绫音|内山昂辉]
悠哉日常大王 第三季,9.9,28000,[漫画改|日常|萌系|治愈],[小岩井小鸟|村川梨衣|佐仓绫音|阿澄佳奈|？？？？|名冢佳织|佐藤利奈|福圆美里|新谷良子|田中爱美|久野美咲]
变态王子与不笑猫,9.7,18000,[日常|恋爱|小说改],[石原夏织|小松未可子|/|梶裕贵|小仓唯|爱美|野岛裕史|田村由加莉|高仓有加|高桥未奈美]
邻家索菲,9.8,22000,[萌系|漫画改|奇幻],[富田美忧|篠原侑|Lynn|和气杏未|日高里菜|内田彩]
魔法纪录 魔法少女小圆外传,9.4,15000,[游戏改|奇幻|战斗|萌系],[麻仓桃|雨宫天|加藤英美里|花泽香菜|夏川椎菜|佐仓绫音|小仓唯|小松未可子|大桥彩香|石原夏织]
银魂 第三季,9.9,16000,[漫画改|热血|搞笑|战斗],[杉田智和|阪口大助|钉宫理惠|高桥美佳子|雪野五月|くじら|杉本优|千叶进步|中井和哉|铃村健一|太田哲治|石田彰|三木真一郎|子安武人|日野聪]
Rewrite,8.7,5161,[奇幻|校园|穿越],[森田成一|斋藤千和|筱宫沙弥|喜多村英梨|铃木惠子|朝树里沙|花泽香菜|小西克幸|柳田淳一|田中凉..]
ISLAND,9.2,13000,[游戏改|穿越|治愈|冒险],[田村由香里|阿澄佳奈|山村响|铃木达央|佐藤利奈|茂木隆正|中岛唯|高柳知叶|田中贵子]
失格纹的最强贤者～世界最强的贤者为了变得更强而转生了～,4.8,24000,[小说改|战斗|魔法],[玉城仁菜|铃代纱弓|白石晴香|井泽诗织]
现实主义勇者的王国再建记,8.5,27000,[小说改|穿越|奇幻|冒险],[小林裕介|水濑祈|长谷川育美|上田丽奈|兴津和幸|岸本萌佳|水中雅章|古川慎|麦人|井上喜久子|青山穰|前田弘喜|速水奖]
命运之夜  06版,9.5,16000,[魔法|游戏改|奇幻|战斗],[卫宫士郎:杉山紀彰、野田順子|阿尔托莉雅·潘德拉贡:川澄綾子|卫宫:諏訪部順一|美狄亚:田中敦子|远坂凛:植田佳奈|间桐樱:下屋則子|库·丘林:神奈延年|伊莉雅斯菲尔·冯·爱因兹贝伦:門脇舞以|赫拉克勒斯:西前忠久]
弹丸论破3 -未来篇-,8.1,6494,[热血|智斗|推理],[柴田秀胜|森川智之|藤原启治|藤田咲|中原麻衣|诹访部顺一|水濑祈|江口拓也|本乡奏多|..]
问题儿童都来自异世界？,9.2,8971,[奇幻|战斗|热血|架空],[浅沼晋太郎|野水伊織|ブリドカット|セーラ|恵美|中島愛|五十嵐裕美|巽悠衣子|新井里美|斎藤千和]
K RETURN OF KINGS,9.3,6947,[声控|原创|奇幻|战斗],[浪川大辅|小野大辅|小松未可子|堀江由衣|杉田智和|兴津和幸|大冢芳忠|樱井孝宏|福山润|中村悠一]
川柳少女,9.7,20000,[漫画改|恋爱|校园|日常],[花泽香菜|畠中祐|矢作纱友里|逢田梨香子|久野美咲|上坂堇]
比宇宙更远的地方,9.8,44000,[声控|治愈|励志|原创],[水濑祈|花泽香菜|井口裕香|早见沙织|能登麻美子|日笠阳子|松冈祯丞|阿澄佳奈|金元寿子|茅野爱衣]
异界少女召唤术,6.9,18000,[魔法|架空|冒险|小说改],[水中雅章|芹泽优|和气杏未|原由实|大久保瑠美|加藤英美里|种崎敦美|千本木彩花|森岛优花]
弹丸论破3 -绝望篇-,8.4,9235,[热血|校园|智斗],[朴璐美|岸尾大辅|小林优|绪方惠美|三森铃子|细谷佳正|杉田智和|茅野爱衣|安元洋贵|索尼娅·..]
薇薇 -萤石眼之歌-,9.8,74000,[原创|科幻|奇幻],[种崎敦美|福山润|日笠阳子|明坂聪美|日高里菜]
碧蓝航线：微速前行！,9.8,12000,[日常|萌系|漫画改],[山根希美|大地叶|长绳麻理亚|阿部里果]
一起一起这里那里,9.8,14000,[萌系|日常|治愈|萝莉],[大久保瑠美|冈本信彦|福原香织|生天目仁美|浅沼晋太郎|岩男润子|代永翼|今野宏美|高森奈津美]
全职猎人,9.8,16000,[奇幻|热血|智斗|战斗],[竹内順子|三橋加奈子|甲斐田ゆき|郷田ほづみ|高橋広樹|永野善一|並木のり子|豊後敦子]
政宗君的复仇,4.1,48000,[恋爱|漫画改|搞笑|校园],[花江夏树|大桥彩香|水濑祈|三森铃子|田所梓|早见沙织|斋贺光希|小仓唯|大龟明日香]
物理魔法使-马修-,8.6,5741,[漫画改|搞笑|奇幻|热血],[小林千晃|川岛零士|石川界人|江口拓也|上田丽奈|平田广明]
恋爱游戏世界对路人角色很不友好,9.1,30000,[小说改|奇幻|战斗|校园],[大塚刚央|市之濑加那|菲鲁兹·蓝|石田彰|佐仓绫音|铃村健一|鸟海浩辅|立花慎之介|游佐浩二|桧山修之]
学园孤岛,9.6,20000,[冒险|日常|萌系|校园],[水濑祈|小澤亜李|M・A・O|高橋李依|加藤英美里|木村珠莉|茅野愛衣]
NEW GAME!,9.7,9900,[萌系|日常],[高田忧希|日笠阳子|茅野爱衣|山口爱|户田惠|竹尾步美|朝日奈丸佳|森永千才|喜多村英梨]
物理魔法使-马修- 神觉者候选人选拔考试篇,9.1,1609,[漫画改|搞笑|奇幻|热血],[小林千晃|川岛零士|石川界人|江口拓也|上田丽奈|平田广明|诹访部顺一|小野友树|岛崎信长|谷山纪章|楠木灯|早见沙织|梶裕贵|麦人|三木真一郎|花江夏树]
地狱少女 宵伽,9.3,5512,[治愈|神魔],[能登麻美子|菅生隆之|本田贵子|松风雅也|椎名碧流|酒井香奈|和多田美咲]
刺客守则,6.5,23000,[架空|小说改|奇幻|战斗],[小野友树|楠木灯|石川由依]
鬼灯的冷彻,9.6,6475,[日常|神魔],[安元洋贵|长嶝高士|平川大辅|小林由美子|后藤广子|松山鹰志|柿原彻也|青山桐子|喜多村英梨|上坂堇|游佐浩二|源义..]
银河奥特曼,9.5,1765,[原创|战斗|热血|少儿],[根岸拓哉|宫武美樱|一条寺友也|大野瑞生]
进化之实 踏上胜利的人生,5.0,42000,[小说改|冒险|穿越|奇幻],[下野纮|花泽香菜|稻田彻|井上麻里奈|稻田彻|西尾夕香|西本里美|南条爱乃|日笠阳子|新井里美|久保由利香]
Love Live! 学园偶像 电影,9.8,13000,[原创|校园|偶像|音乐],[新田惠海|内田彩|三森铃子|南条爱乃|楠田亚衣奈|Pile|饭田里穗|久保由利香|徳井青空]
里亚德录大地,9.2,22000,[小说改|穿越|奇幻|冒险],[幸村惠理|小野大辅|名冢佳织|杉田智和]
蜡笔小新 第一季（中文）,9.8,14000,[搞笑],[こおろぎさとみ|森川智之、藤原啓治|ならはしみき|矢島晶子|池田知聡、坂口賢一|宮寺智子|大西健晴]
真・进化之实 踏上胜利的人生,6.1,2282,[小说改|搞笑|奇幻|冒险],[下野纮|花泽香菜|稻田彻|泽城美雪|杉田智和|福山润|小野大辅|井上麻里奈|西本里美|久保由利香|日笠阳子|南条爱乃]
赤发白雪姬 第一季,9.7,7061,[少女|奇幻|架空],[早见沙织|逢坂良太|梅原裕一郎|名冢佳织|冈本信彦|三瓶由布子|丰永利行|福山润|甲斐田裕子|石田彰]
花开伊吕波,9.6,19000,[原创|日常|治愈|励志],[户松遥|小见川千明|丰崎爱生|伊藤加奈惠|梶裕贵|间岛淳司|能登麻美子|诹访部顺一|久保田民绘]
Fate/kaleid liner 魔法少女☆伊莉雅 Prisma☆Phantasm,9.6,7114,[漫画改|穿越|搞笑|日常],[门胁舞以	|名冢佳织	|斋藤千和	|植田佳奈	|伊藤静	|神谷浩史|中田让治]
请问您今天要来点兔子吗？？～Sing for You～,9.8,7444,[漫画改|搞笑|日常|萌系],[佐仓绫音|水濑祈|种田梨沙|佐藤聪美|内田真礼|德井青空|村川梨衣|早见沙织|清川元梦|速水奖]
记录的地平线 圆桌崩坏,9.7,11000,[小说改|穿越|战斗|冒险],[寺岛拓笃|前野智昭|加藤英美里|中田让治|山下大辉|田村奈央|松井惠理子|柿原彻也|藤井雪代|原由实|高垣彩阳|久野美咲|伊濑茉莉也|叶山郁美|井上麻里奈|樱井孝宏|名冢佳织|村川梨衣|下野纮|后藤弘树|冈本信彦|日野聪|西田雅一|中村悠一]
忧国的莫里亚蒂 后半,9.7,16000,[漫画改|架空|声控|智斗],[齐藤壮马|佐藤拓也|小林千晃|日野聪|上村祐翔|古川慎|小野友树]
电波女与青春男,9.7,12000,[萌系|日常|小说改],[野中藍|渕上舞|加藤英美里|大亀あすか|入野自由|花澤香菜|井口裕香]
熊熊勇闯异世界,8.5,19000,[穿越|魔法|萌系|小说改],[河濑茉希|和气杏未|日高里菜|富田美忧|天野聪美|水濑祈|游佐浩二|鹤冈聪|黑濑优子|宫岛惠美]
弦音 -风舞高中弓道部-,9.5,13000,[小说改|校园|社团|运动],[上村祐翔|市川苍|铃木崚汰|矢野奖吾|石川界人|浅沼晋太郎|小野贤章]
龙先生，想要买个家,9.4,13000,[漫画改|搞笑|日常|奇幻],[堀江瞬|石川界人|井泽诗织|福圆美里|伊东健人|高桥智秋|平川大辅|西山宏太朗|M·A·O|近藤隆]
名侦探柯南：犯人犯泽先生（中配）,9.2,159,[漫画改|日常|治愈|搞笑],[犯泽先生:胡霖|旁白:陈思宇|言灵|蔺婵婵|邢子皓|李铫|朱婧]
我独自升级,8.9,4786,[漫画改|战斗|冒险|奇幻],[坂泰斗|中村源太|三川华月|上田丽奈|平川大辅|东地宏树|银河万丈|古川慎]
她和她的猫,9.7,8270,[治愈],[花泽香菜|浅沼晋太郎|矢作纱友里|平松晶子]
被神捡到的男人,5.6,25000,[日常|穿越|架空|小说改],[田所梓|桑原由气|小野大辅|早见沙织|子安武人|高野麻里佳|广濑友纪|高田忧希|福绪唯|稻田彻|清川元梦|井上喜久子|小市真琴|安元洋贵|古川慎]
来自风平浪静的明天,9.6,25000,[奇幻|治愈|催泪|恋爱],[花江夏树|花泽香菜|茅野爱衣|逢坂良太|石川界人|小松未可子|石原夏织|鸟海浩辅|名塚佳织]
3月的狮子,9.8,14000,[漫画改|治愈|励志|日常],[河西健吾|茅野愛衣|花澤香菜|久野美咲|岡本信彦|櫻井孝宏|井上麻里奈|細谷佳正|三木眞一郎]
爱吃拉面的小泉同学,9.2,10000,[治愈|美食|漫画改],[竹达彩奈|佐仓绫音|鬼头明里|原由实]
胆大党,9.8,7964,[漫画改|战斗|恋爱|科幻],[若山诗音|花江夏树|水树奈奈|佐仓绫音|石川界人|田中真弓|中井和哉|大友龙三郎|井上喜久子|关智一|杉田智和|平野文]
香格里拉边境 第二季,9.5,171,[漫画改|奇幻|战斗|冒险],[内田雄马|和气杏未|日笠阳子|小市真琴|日高里菜|大冢明夫|寺崎裕香|花江夏树|花守由美里|千本木彩花|山下诚一郎|中田让治|富田美忧|松田飒水|安野希世乃|峰田大梦|小清水亚美|名冢佳织|野岛健儿|濑户麻沙美|速水奖]
GAMERS电玩咖！,9.2,23000,[小说改|校园|社团],[潘惠美|金元寿子|石见舞菜香|大久保瑠美|丰永利行]
AIR,9.8,13000,[奇幻|日常|治愈|催泪],[小野大輔|川上とも子|岡本麻見|柚木涼香|西村ちなみ|久川綾|冬馬由美|田村ゆかり|今野宏美]
宝可梦 旅途 第一季（中配）,2.9,2567,[游戏改|日常|热血],[松本梨香|大谷育江|山下大辉|中村悠一|花泽香菜|堀内贤雄|林原惠美|三木真一郎|犬山犬子|上田祐司|小野大辅|神谷浩史|白石凉子|小林优子|三浦千幸|下野纮|小仓唯|古张裕起|悠木碧|小野贤章|折笠富美子|千叶进步|铃村健一|樱井智|古岛清孝|吉永拓斗]
Little Busters!,9.7,7332,[校园|日常|治愈|励志],[堀江由衣|民安智惠|绿川光|神奈延年|织田优成|柳濑夏美|铃木惠子|若林直美|田中凉子|..]
夏目友人帐 第二季,9.8,9344,[奇幻|日常|治愈|催泪],[神谷浩史|喵先生|/|井上和彦|小林沙苗|伊藤美纪|堀江一真|石田彰|加藤奈奈绘|/|伊藤容次|佐藤利奈]
佐贺偶像是传奇 卷土重来,9.9,33000,[原创|偶像|搞笑|音乐],[宫野真守|本渡枫|田野麻美|种田梨沙|河濑茉希|衣川里佳|田中美海|三石琴乃|吉野裕行|高户靖广]
剧场版 中二病也要谈恋爱！ -Take On Me-,9.8,42000,[小说改|恋爱],[福山润|内田真礼|赤崎千夏|浅仓杏美|上坂堇|长妻树里|仙台惠理|保志总一朗|井上喜久子|福原香织|设乐麻美]
香格里拉边境,9.3,4417,[漫画改|战斗|奇幻|科幻],[内田雄马|和气杏未|日笠阳子|小市真琴|日高里菜|大冢明夫|花守由美里|千本木彩花|山下诚一郎]
绝园的暴风雨,9.6,15000,[冒险|穿越|战斗|推理],[内山昂辉|丰永利行|泽城美雪|花泽香菜|小山力也|梶裕贵|水树奈奈|浅沼晋太郎|野岛裕史|诹..]
虫师,9.9,21000,[奇幻|治愈],[土井美加|沢城みゆき、中野裕斗|伊藤実華、浜田賢二|坂本真綾|安原麗子|竹本英史|五十嵐浩子]
幻想嘉年华,9.8,12000,[日常|泡面|奇幻],[野島健児|柚木涼香|杉山紀彰|川澄綾子|佐久間紅美|ひと美|高野直子|松来未祐|植田佳奈]
ACCA13区监察课,9.8,13000,[漫画改|奇幻|智斗],[下野紘|津田健次郎、芽衣|悠木碧|诹访部顺一|遊佐浩二|大川透|绿川光|安元洋贵]
圣女魔力无所不能,8.8,13000,[小说改|穿越|少女],[石川由依|樱井孝宏|江口拓也|小林裕介|八代拓]
绯弹的亚里亚,8.8,5845,[热血|奇幻|校园|战斗],[間島淳司|釘宮理恵|石原夏織|高橋美佳子|伊瀬茉莉也|川澄綾子|金元寿子|圣光君：广播：山口理恵]
噬神者,9.4,6193,[科幻|奇幻|游戏改|热血],[木岛隆一|平田广明|中井和哉|大原沙耶香|阪口大助|坂本真绫]
NANA,9.6,8108,[日常|少女|音乐],[木内秀信|森川智之|KAORI|土屋アンナ、朴璐美|関智一|川原慶久|勝杏里|石田彰]
刀剑乱舞-花丸-,9.7,4701,[游戏改|日常|架空],[市来光弘|増田俊樹|新垣樽助|山下大輝|入江玲於奈|間島淳司|興津和幸|濱健人|斉藤壮馬]
灼眼的夏娜,9.5,7004,[小说改|热血|奇幻|战斗],[釘宮理恵|伊藤静|生天目仁美|川澄綾子|日野聡|三宅健太|浅野真澄|藤原啓治|藤村歩]
COP CRAFT,9.1,31000,[小说改|职场|奇幻|穿越],[津田健次郎|吉冈茉祐|折笠富美子|滨田贤二|高桥良辅|鹤冈聪|中原麻衣|井上麻里奈|高木涉]
零之使魔,9.4,8180,[日常|战斗|恋爱|架空],[堀江由衣|日野聡|釘宮理恵|高橋美佳子|櫻井孝宏|イル..]
超人高中生们即便在异世界也能从容生存！,3.6,106000,[架空|小说改|穿越|奇幻],[小林裕介|桑原由气|日高里菜|日冈夏美|金元寿子|金子彩花|石上静香|间岛淳司|日高里菜]
圣女魔力无所不能 第二季,8.9,375,[小说改|奇幻|搞笑],[石川由依|樱井孝宏|江口拓也|小林裕介|八代拓|市之濑加那|上田丽奈|梅原裕一郎|逢坂良太|小林千晃|三木真一郎]
弦音 -连结的一射-,9.7,1077,[小说改|运动],[上村祐翔|市川苍|铃木崚汰|矢野奖吾|石川界人|小野贤章|寺岛拓笃|宫崎游|小林裕介|天崎滉平|福山润|近藤孝行|广濑裕也|梅原裕一郎|阿座上洋平|浅沼晋太郎]
鬼灯的冷彻 第二季,9.7,13000,[神魔|漫画改|搞笑|日常],[安元洋贵|长嶝高士|平川大辅|小林由美子|后藤广子|松山鹰志|柿原彻也|青山桐子|喜多村英梨|上坂堇|源义经/|梶裕贵|游佐浩二|山田栄子|岛本须美]
记录的地平线,9.7,12000,[奇幻|智斗|架空|穿越],[寺岛拓笃|前野智昭|加藤英美里|日野聪|中村悠一|樱井孝宏|中田让治|田村奈央|山下大辉]
通灵王,8.1,9925,[漫画改|热血|奇幻|战斗],[日笠阳子|小西克幸|林原惠美|犬山犬子|朴璐美|高口公介|田中正彦|高木涉|上田祐司|中岛爱|水树奈奈|子安武人|泽海阳子|熊井统子|堀江由衣|中村悠一|宫园拓梦|观世智显|根谷美智子|樱井透|日高里菜|绿川光|花轮英司|森田成一|高山南]
不吉波普不笑,9.7,24000,[小说改|奇幻|校园|声控],[不吉波普|/|悠木碧|大西沙织|近藤玲奈|小林千晃|下地紫野|诹访彩花|榎木淳弥|市川苍|竹达彩奈|宫田幸季|八代拓|市之濑加那|细谷佳正|长谷川芳明|阿澄佳奈|上田燿司|花泽香菜]
ReLIFE 完结篇,9.9,87000,[恋爱|科幻|校园|漫画改],[日代千鹤:茅野愛衣|海崎新太:小野賢章|小野屋杏:上田麗奈|夜明了:木村良平|大神和臣:内田雄馬|狩生玲奈:户松遥|玉来萌香:茜屋日海夏|犬饲晓:杉山紀彰|犬饲堇:白石涼子]
幸运星,9.9,23000,[萌系|搞笑|日常|治愈],[平野绫|加藤英美里|远藤绫|福原香织|相泽舞|水原薰|小菅真美|明坂聪美|升望]
Hand Shakers,8.3,4574,[战斗|热血|萝莉|原创],[斉藤壮馬|諸星すみれ|森久保祥太郎|茅野愛衣|村瀬歩|上坂すみれ|石川界人|小松未可子|杉田智和]
凉宫春日的忧郁 2009,9.6,18000,[小说改|奇幻|校园|日常],[杉田智和|平野绫|茅原实里|后藤邑子|小野大辅|松冈由贵|白石稔|松元惠|青木静香|绪方贤一]
魔法少女小圆 剧场版 [新篇] 叛逆的物语,9.9,36000,[原创|战斗|奇幻|魔法],[悠木碧|斋藤千和|喜多村英梨|水桥香织|野中蓝|加藤英美里|阿澄佳奈]
骸骨骑士大人奇幻世界冒险中,8.6,9520,[奇幻|冒险|架空|小说改],[前野智昭|菲鲁兹·蓝|稗田宁宁|富田美忧|鸟海浩辅|皆口裕子|大久保瑠美|竹内良太]
只要贝尔哲布布大小姐喜欢就好,9.6,9610,[神魔|日常|奇幻|萌系],[大西沙织|安田陆矢|久野美咲|日野聪|加隈亚衣|松冈祯丞|赤崎千夏|悠木碧|兴津和幸|井上喜久子]
雏子的笔记,9.5,5947,[萌系|日常|漫画改],[M・A・O|小倉唯|吉田有里|高野麻里佳|富田美憂|東城日沙子]
百武装战记,8.0,3833,[恋爱|校园|战斗],[长谷川芳明|大久保瑠美|吉冈茉祐|奥野香耶|M·A·O|羽多野涉|大坪由佳|衣川里..]
魔笛MAGI,9.1,6084,[战斗|奇幻|架空|漫画改],[石原夏織|梶裕貴|戸松遥|森川智之|小野大輔|花澤香菜|小野賢章|木村良平|福山潤]
滑头鬼之孙,9.4,7651,[奇幻|战斗|热血|声控],[福山润|堀江由衣|平野绫|前田爱|谷山纪章|阿澄佳奈|平田真菜|柿原彻也]
夏目友人帐 第三季,9.8,8961,[奇幻|日常|治愈|催泪],[神谷浩史|喵先生|/|井上和彦|小林沙苗|泽城美雪|木村良平|伊藤容次|佐藤利奈|堀江一真|石田彰|诹访部顺一]
